"c_table","c_facet","c_cid"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BS6""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BS6""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": ""RID"", ""choices"": [""1C1E""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_QA_Source_fkey""]}, ""RID""], ""choices"": [""1C1E""]}]}","record"
"Zebrafish:Cohort Analysis","{""and"": [{""source"": [{""inbound"": [""Zebrafish"", ""Cohort_Pair_Cohort_fkey""]}, {""outbound"": [""Zebrafish"", ""Cohort_Pair_Pair_fkey""]}, ""RID""], ""choices"": [""1C1E""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSM""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": ""RID"", ""choices"": [""1C2T""]}]}","record"
"Zebrafish:Cohort Analysis","{""and"": [{""source"": [{""inbound"": [""Zebrafish"", ""Cohort_Pair_Cohort_fkey""]}, {""outbound"": [""Zebrafish"", ""Cohort_Pair_Pair_fkey""]}, ""RID""], ""choices"": [""1C2T""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_QA_Source_fkey""]}, ""RID""], ""choices"": [""1C2T""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BV4""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BV6""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": ""RID"", ""choices"": [""1C32""]}]}","record"
"Zebrafish:Cohort Analysis","{""and"": [{""source"": [{""inbound"": [""Zebrafish"", ""Cohort_Pair_Cohort_fkey""]}, {""outbound"": [""Zebrafish"", ""Cohort_Pair_Pair_fkey""]}, ""RID""], ""choices"": [""1C32""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_QA_Source_fkey""]}, ""RID""], ""choices"": [""1C32""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BWE""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BWC""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": ""RID"", ""choices"": [""1C34""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_QA_Source_fkey""]}, ""RID""], ""choices"": [""1C34""]}]}","record"
"Zebrafish:Cohort Analysis","{""and"": [{""source"": [{""inbound"": [""Zebrafish"", ""Cohort_Pair_Cohort_fkey""]}, {""outbound"": [""Zebrafish"", ""Cohort_Pair_Pair_fkey""]}, ""RID""], ""choices"": [""1C34""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BWP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BWM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": ""RID"", ""choices"": [""1C1Y""]}]}","record"
"Zebrafish:Cohort Analysis","{""and"": [{""source"": [{""inbound"": [""Zebrafish"", ""Cohort_Pair_Cohort_fkey""]}, {""outbound"": [""Zebrafish"", ""Cohort_Pair_Pair_fkey""]}, ""RID""], ""choices"": [""1C1Y""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_QA_Source_fkey""]}, ""RID""], ""choices"": [""1C1Y""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
