"c_table","c_facet","c_cid"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BRE""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BRG""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": ""RID"", ""choices"": [""1C20""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_QA_Source_fkey""]}, ""RID""], ""choices"": [""1C20""]}]}","record"
"Zebrafish:Cohort Analysis","{""and"": [{""source"": [{""inbound"": [""Zebrafish"", ""Cohort_Pair_Cohort_fkey""]}, {""outbound"": [""Zebrafish"", ""Cohort_Pair_Pair_fkey""]}, ""RID""], ""choices"": [""1C20""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BRP""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BRM""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": ""RID"", ""choices"": [""1C24""]}]}","record"
"Zebrafish:Cohort Analysis","{""and"": [{""source"": [{""inbound"": [""Zebrafish"", ""Cohort_Pair_Cohort_fkey""]}, {""outbound"": [""Zebrafish"", ""Cohort_Pair_Pair_fkey""]}, ""RID""], ""choices"": [""1C24""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_QA_Source_fkey""]}, ""RID""], ""choices"": [""1C24""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BS0""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BS4""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": ""RID"", ""choices"": [""1C28""]}]}","record"
"Zebrafish:Cohort Analysis","{""and"": [{""source"": [{""inbound"": [""Zebrafish"", ""Cohort_Pair_Cohort_fkey""]}, {""outbound"": [""Zebrafish"", ""Cohort_Pair_Pair_fkey""]}, ""RID""], ""choices"": [""1C28""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_QA_Source_fkey""]}, ""RID""], ""choices"": [""1C28""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSG""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSJ""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": ""RID"", ""choices"": [""1C1G""]}]}","record"
"Zebrafish:Cohort Analysis","{""and"": [{""source"": [{""inbound"": [""Zebrafish"", ""Cohort_Pair_Cohort_fkey""]}, {""outbound"": [""Zebrafish"", ""Cohort_Pair_Pair_fkey""]}, ""RID""], ""choices"": [""1C1G""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_QA_Source_fkey""]}, ""RID""], ""choices"": [""1C1G""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSY""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSW""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSY""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSY""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSY""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSY""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSY""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSY""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSY""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSW""]}]}","record"
"Zebrafish:Image Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSW""]}]}","record"
"Zebrafish:Image Region","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Image Region_QA_Source_fkey""]}, ""RID""], ""choices"": [""1BSW""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 1_fkey""]}, ""RID""], ""choices"": [""1BSW""]}]}","record"
"Zebrafish:Nucleic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Nucleic Pair Study_Nuc 2_fkey""]}, ""RID""], ""choices"": [""1BSW""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 2_fkey""]}, ""RID""], ""choices"": [""1BSW""]}]}","record"
"Zebrafish:Synaptic Pair Study","{""and"": [{""source"": [{""outbound"": [""Zebrafish"", ""Synaptic Pair Study_Syn 1_fkey""]}, ""RID""], ""choices"": [""1BSW""]}]}","record"
