"c_table","c_facet","c_cid"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKDP0dWT_041518-RS-005-00-1""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKDP0dWT_041518-RS-005-00-1""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKDP0dWT_041518-RS-005-00-1""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKDP0dWT_041518-RS-005-00-1""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKDP0dWT_041518-RS""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKDP0dWT_041518-RS""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKDP0dWT_041518-RS""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKDP0dWT_041518-RS""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180717-mKD15.5eWTNL01-NL""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180717-mKD15.5eWTNL01-NL""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180717-mKD15.5eWTNL01-NL""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180717-mKD15.5eWTNL01-NL""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180717-mKD15.5eWTNL01-NL""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:collection_scan",NULL,"record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKD15.5eWT_041518-RS""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKD15.5eWT_041518-RS""], ""source"": ""*""}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180717-mKD15.5eWTNL01-NL-032-00-1""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180717-mKD15.5eWTNL01-NL-032-00-1""], ""source"": ""*""}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""search"": [""20180717-mKD15.5eWTNL01-NL-032-00-1""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180717-mKD15.5eWTNL01-NL-032-00-1""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:collection_scan",NULL,"record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""search"": [""20180622-hKD14.4wWT_318a-NL""], ""source"": ""*""}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180622-hKD14.4wWT_318a-NL""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180622-hKD14.4wWT_318a-NL""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180622-hKD14.4wWT_318a-NL""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:collection_scan",NULL,"record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""9SG""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""9SG""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:collection_scan",NULL,"record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20160523-hKD15wWT1-EAR""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1WV6""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""1WV6""]}]}","record"
"Microscopy:collection_scan","{""and"": [{""source"": ""Scan ID"", ""choices"": [""179""]}, {""source"": ""Collection ID"", ""choices"": [""10""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""1WV6""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1WV6""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1WV6""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1WV6""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""1V8J""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""1XBT""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1XBT""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1XBT""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1V8J""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1V8J""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""id"", ""choices"": [""396""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""id"", ""choices"": [""176""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1XG0""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1XG0""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""id"", ""choices"": [""438""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1WY2""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1WY2""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1XGC""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1XGC""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""id"", ""choices"": [""234""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""id"", ""choices"": [""304""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1XA6""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1XA6""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1X7E""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1X7E""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y4M""]}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""C""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""32BA""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:experiment_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""experiment_comments_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col""], ""source"": ""*""}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col""], ""source"": ""*""}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col""], ""source"": ""*""}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col1a1""], ""source"": ""*""}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col1a1""], ""source"": ""*""}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col1a1""], ""source"": ""*""}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col1a1""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:probe",NULL,"record"
"Microscopy:probe",NULL,"record"
"Microscopy:probe",NULL,"record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""C""], ""source"": ""*""}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""C""], ""source"": ""*""}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""C""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""C""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""32BA""]}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col""], ""source"": ""*""}]}","record"
"Microscopy:probe","{""and"": [{""search"": [""Col""], ""source"": ""*""}]}","record"
