"c_table","c_facet","c_cid"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""26N4""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""31R6""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""31R6""]}]}","record"
"Microscopy:experiment_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""experiment_comments_Experiment ID_fkey""]}, ""RID""], ""choices"": [""31R6""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Experiment ID_fkey""]}, ""RID""], ""choices"": [""31R6""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Experiment ID_fkey""]}, ""RID""], ""choices"": [""31R6""]}]}","record"
"Microscopy:gene","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""specimen_gene_Gene ID_fkey""]}, {""outbound"": [""Microscopy"", ""specimen_gene_Specimen ID_fkey""]}, ""RID""], ""choices"": [""32MW""]}]}","record"
"Microscopy:specimen_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""specimen_comments_Specimen ID_fkey""]}, ""RID""], ""choices"": [""32MW""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Box ID_fkey""]}, ""RID""], ""choices"": [""32MW""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Specimen ID_fkey""]}, ""RID""], ""choices"": [""32MW""]}]}","record"
"Microscopy:Specimen","{""and"": [{""source"": ""RID"", ""choices"": [""32N2""]}]}","record"
"Microscopy:gene","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""specimen_gene_Gene ID_fkey""]}, {""outbound"": [""Microscopy"", ""specimen_gene_Specimen ID_fkey""]}, ""RID""], ""choices"": [""32N2""]}]}","record"
"Microscopy:specimen_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""specimen_comments_Specimen ID_fkey""]}, ""RID""], ""choices"": [""32N2""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Box ID_fkey""]}, ""RID""], ""choices"": [""32N2""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Specimen ID_fkey""]}, ""RID""], ""choices"": [""32N2""]}]}","record"
"Microscopy:Specimen","{""and"": [{""source"": ""RID"", ""choices"": [""32N6""]}]}","record"
"Microscopy:gene","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""specimen_gene_Gene ID_fkey""]}, {""outbound"": [""Microscopy"", ""specimen_gene_Specimen ID_fkey""]}, ""RID""], ""choices"": [""32N6""]}]}","record"
"Microscopy:specimen_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""specimen_comments_Specimen ID_fkey""]}, ""RID""], ""choices"": [""32N6""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Box ID_fkey""]}, ""RID""], ""choices"": [""32N6""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Specimen ID_fkey""]}, ""RID""], ""choices"": [""32N6""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": ""RID"", ""choices"": [""32NA""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, ""RID""], ""choices"": [""32NA""]}]}","record"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}","record"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}","record"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}","record"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}","record"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, ""RID""], ""choices"": [""32NA""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, ""RID""], ""choices"": [""32NA""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": ""RID"", ""choices"": [""32QR""]}]}","record"
"Microscopy:tissue","{""and"": [{""source"": ""RID"", ""choices"": [""3256""]}]}","record"
"Microscopy:Specimen","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Specimen_Tissue_fkey""]}, ""RID""], ""choices"": [""3256""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_tissue_fkey""]}, ""RID""], ""choices"": [""3256""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""325G""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""325G""]}]}","record"
"Microscopy:experiment_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""experiment_comments_Experiment ID_fkey""]}, ""RID""], ""choices"": [""325G""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Experiment ID_fkey""]}, ""RID""], ""choices"": [""325G""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Experiment ID_fkey""]}, ""RID""], ""choices"": [""325G""]}]}","record"
"Microscopy:slide_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""slide_comments_Slide ID_fkey""]}, ""RID""], ""choices"": [""32QR""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Slide ID_fkey""]}, ""RID""], ""choices"": [""32QR""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""id"", ""choices"": [""9250""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""325W""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""325W""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""id"", ""choices"": [""9256""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""3262""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""3262""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": ""RID"", ""choices"": [""325P""]}]}","record"
"Microscopy:slide_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""slide_comments_Slide ID_fkey""]}, ""RID""], ""choices"": [""325P""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Slide ID_fkey""]}, ""RID""], ""choices"": [""325P""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""3262""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""3262""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""3262""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""2P5C""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""2P5C""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Experiment ID_fkey""]}, ""RID""], ""choices"": [""2P5C""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""id"", ""choices"": [""7900""]}]}","record"
"Microscopy:experiment_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""experiment_comments_Experiment ID_fkey""]}, ""RID""], ""choices"": [""2P5C""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Experiment ID_fkey""]}, ""RID""], ""choices"": [""2P5C""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""2PHG""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""2PHG""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""424""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""424""]}]}","record"
"Microscopy:experiment_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""experiment_comments_Experiment ID_fkey""]}, ""RID""], ""choices"": [""424""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Experiment ID_fkey""]}, ""RID""], ""choices"": [""424""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Experiment ID_fkey""]}, ""RID""], ""choices"": [""424""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""5ER""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""6MY""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""5ER""]}]}","record"
"Microscopy:experiment_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""experiment_comments_Experiment ID_fkey""]}, ""RID""], ""choices"": [""5ER""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Experiment ID_fkey""]}, ""RID""], ""choices"": [""5ER""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Experiment ID_fkey""]}, ""RID""], ""choices"": [""5ER""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""6MY""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Experiment ID_fkey""]}, ""RID""], ""choices"": [""6MY""]}]}","record"
"Microscopy:experiment_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""experiment_comments_Experiment ID_fkey""]}, ""RID""], ""choices"": [""6MY""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Experiment ID_fkey""]}, ""RID""], ""choices"": [""6MY""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""5ER""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""5ER""]}]}","record"
"Microscopy:experiment_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""experiment_comments_Experiment ID_fkey""]}, ""RID""], ""choices"": [""5ER""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Experiment ID_fkey""]}, ""RID""], ""choices"": [""5ER""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Experiment ID_fkey""]}, ""RID""], ""choices"": [""5ER""]}]}","record"
"Microscopy:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""4QM""]}]}","record"
"Microscopy:probe","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""experiment_probe_Probe ID_fkey""]}, {""outbound"": [""Microscopy"", ""experiment_probe_Experiment ID_fkey""]}, ""RID""], ""choices"": [""4QM""]}]}","record"
"Microscopy:experiment_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""experiment_comments_Experiment ID_fkey""]}, ""RID""], ""choices"": [""4QM""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Experiment ID_fkey""]}, ""RID""], ""choices"": [""4QM""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Experiment ID_fkey""]}, ""RID""], ""choices"": [""4QM""]}]}","record"
"Microscopy:Specimen","{""and"": [{""source"": ""RID"", ""choices"": [""2WC4""]}]}","record"
"Microscopy:gene","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""specimen_gene_Gene ID_fkey""]}, {""outbound"": [""Microscopy"", ""specimen_gene_Specimen ID_fkey""]}, ""RID""], ""choices"": [""2WC4""]}]}","record"
"Microscopy:Slide","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Slide_Box ID_fkey""]}, ""RID""], ""choices"": [""2WC4""]}]}","record"
"Microscopy:specimen_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""specimen_comments_Specimen ID_fkey""]}, ""RID""], ""choices"": [""2WC4""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Specimen ID_fkey""]}, ""RID""], ""choices"": [""2WC4""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": ""id"", ""choices"": [""7829""]}]}","record"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""2136""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""2136""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""9SJ""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""9SJ""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2VQ4""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2VQ4""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y4M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""9SG""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""9SG""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y9M""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z48""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z48""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Y40""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z48""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z48""]}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKD15.5eWT_041518-RS""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKD15.5eWT_041518-RS""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKD15.5eWT_041518-RS""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKD15.5eWT_041518-RS""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:collection_scan",NULL,"record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKD15.5eWT_041518-RS""], ""source"": ""*""}]}","record"
"Microscopy:Scan","{""and"": [{""search"": [""20180415-mKD15.5eWT_041518-RS""], ""source"": ""*""}, {""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:collection_scan",NULL,"record"
"Microscopy:Collection","{""and"": [{""source"": ""RID"", ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, ""RID""], ""choices"": [""2Z84""]}]}","record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
"Microscopy:Scan",NULL,"record"
