"c_table","c_facet"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Slide",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Slide",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""212A""]}]}"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""212A""]}]}"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""212A""]}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""2144""]}]}"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""2144""]}]}"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""2144""]}]}"
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""search"": [""RELN""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""search"": [""RELN""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""search"": [""RELN""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""1WM2""]}]}"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""1WM2""]}]}"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""1WM2""]}]}"
"Microscopy:Experiment","{""and"": [{""search"": [""RELN""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""search"": [""RELN""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Slide",NULL
"Microscopy:Slide","{""and"": [{""source"": ""RID"", ""choices"": [""32Y4""]}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:slide_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""slide_comments_Slide ID_fkey""]}, ""RID""], ""choices"": [""32Y4""]}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""Scan_Slide ID_fkey""]}, ""RID""], ""choices"": [""32Y4""]}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:User",NULL
"Microscopy:User",NULL
"Microscopy:User",NULL
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:User",NULL
"Microscopy:User",NULL
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""26N8""]}]}"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""26N8""]}]}"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""26N8""]}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide",NULL
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Slide","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment",NULL
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment",NULL
"Microscopy:Experiment",NULL
"Microscopy:Specimen","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment",NULL
"Microscopy:Experiment",NULL
"Microscopy:Experiment",NULL
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment",NULL
"Microscopy:Experiment",NULL
"Microscopy:Experiment",NULL
"Microscopy:Experiment",NULL
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""26N0""]}]}"
"Microscopy:Scan",NULL
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""26N0""]}]}"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""26N0""]}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Specimen","{""and"": [{""search"": [""353""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan","{""and"": [{""source"": ""submitter"", ""choices"": [""Jill McMahon""]}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan","{""and"": [{""source"": ""submitter"", ""choices"": [""Jill McMahon""]}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:Experiment","{""and"": [{""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""search"": [""APIS3""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Experiment","{""and"": [{""search"": [""APIS3""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Scan",NULL
"Microscopy:Experiment","{""and"": [{""search"": [""APIS3""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:Experiment","{""and"": [{""search"": [""APIS3""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Scans""}]}"
"Microscopy:Scan",NULL
"Microscopy:User",NULL
"Microscopy:User",NULL
"Microscopy:Experiment","{""and"": [{""search"": [""APIS3""], ""source"": ""*""}, {""ranges"": [{""min"": 0}, {""max"": 1}], ""source"": ""Number of Slides""}]}"
"Microscopy:User",NULL
"Microscopy:User",NULL
"Microscopy:Scan","{""and"": [{""source"": ""RID"", ""choices"": [""26N2""]}]}"
"Microscopy:Collection","{""and"": [{""source"": [{""inbound"": [""Microscopy"", ""collection_scan_Collection ID_fkey""]}, {""outbound"": [""Microscopy"", ""collection_scan_Scan ID_fkey""]}, ""RID""], ""choices"": [""26N2""]}]}"
"Microscopy:scan_comments","{""and"": [{""source"": [{""outbound"": [""Microscopy"", ""scan_comments_Scan id_fkey""]}, ""RID""], ""choices"": [""26N2""]}]}"
"Microscopy:User",NULL
"Microscopy:User","{""and"": [{""search"": [""riana""], ""source"": ""*""}]}"
"Microscopy:User","{""and"": [{""search"": [""riana""], ""source"": ""*""}]}"
"Microscopy:User","{""and"": [{""search"": [""riana""], ""source"": ""*""}]}"
"Microscopy:experiment_type",NULL
"Microscopy:experiment_type",NULL
"Microscopy:experiment_type",NULL
"Microscopy:experiment_type",NULL
"Microscopy:experiment_type",NULL
"Microscopy:probe",NULL
"Microscopy:probe",NULL
"Microscopy:probe",NULL
"Microscopy:probe",NULL
"Microscopy:probe",NULL
"Microscopy:probe","{""and"": [{""search"": [""ae1""], ""source"": ""*""}]}"
"Microscopy:probe","{""and"": [{""search"": [""ae1""], ""source"": ""*""}]}"
"Microscopy:probe","{""and"": [{""search"": [""ae1""], ""source"": ""*""}]}"
"Microscopy:probe",NULL
"Microscopy:probe",NULL
"Microscopy:probe",NULL
"Microscopy:probe",NULL
"Microscopy:probe",NULL
